capture_name,Repeat,X,Y,Z,L*,a*,b*,dE00*C
solid_green_pupil_4,6,167.60073,644.22019,48.990716,100,-175.3582347,117.636185,36.71332503
solid_green_pupil_4,7,166.04143,637.75977,48.204936,100,-175.2790457,117.8032273,36.71415545
solid_green_pupil_4,8,166.5148,639.72473,48.662583,100,-175.3038793,117.6284366,36.71182935
solid_green_pupil_4,9,166.76973,641.70942,48.630012,100,-175.4735218,117.7318072,36.71782939
solid_green_pupil_4,10,167.5712,643.98423,48.580027,100,-175.3376592,117.8569528,36.71653209
solid_green_pupil_4,11,165.79973,637.71229,48.396907,100,-175.4286286,117.6922159,36.7160363
solid_green_pupil_4,12,167.70164,644.82903,49.017163,100,-175.3953207,117.6473018,36.7144435
solid_green_pupil_4,13,166.53125,640.23635,48.458003,100,-175.3797027,117.7659466,36.71605163
solid_green_pupil_5,1,170.78441,623.84175,49.470523,100,-169.7964062,116.4780437,36.5511516
solid_green_pupil_5,2,172.03924,627.99634,49.655828,100,-169.7212233,116.5587103,36.55063812
solid_green_pupil_5,3,169.67818,618.89378,48.995211,100,-169.6351554,116.5251192,36.5478008
solid_green_pupil_5,4,172.53263,629.30962,49.799487,100,-169.6359179,116.5364597,36.54802337
solid_green_pupil_5,5,171.5283,626.18724,49.560437,100,-169.7310672,116.5319487,36.55041593
solid_green_pupil_5,6,172.06865,628.22546,49.688015,100,-169.7425632,116.5508326,36.55105189
solid_green_pupil_5,7,169.39273,618.42702,49.001298,100,-169.73747,116.5006659,36.55002366
solid_green_pupil_5,8,171.549,625.58246,49.646717,100,-169.6113833,116.4566358,36.54595811
solid_green_pupil_5,9,171.46926,626.35232,49.588161,100,-169.7979786,116.5237226,36.55200767
solid_green_pupil_5,10,169.30653,618.48453,49.106475,100,-169.8037356,116.4435572,36.55072669
solid_green_pupil_5,11,171.98693,627.62336,49.696551,100,-169.6892957,116.5193761,36.54910566
solid_green_pupil_5,12,170.70867,622.80594,49.266594,100,-169.6622974,116.546754,36.54889313
solid_green_pupil_5,13,171.62598,626.95696,49.553304,100,-169.8036255,116.5701238,36.55298247
solid_green_pupil_6,1,181.61358,686.95777,52.822932,100,-173.6151741,117.3313604,36.66414585
solid_green_pupil_6,2,180.94203,685.00314,52.631351,100,-173.7081959,117.352963,36.66687575
solid_green_pupil_6,3,179.8178,679.84357,52.154432,100,-173.5637138,117.3954357,36.66394048
solid_green_pupil_6,4,181.12207,685.09869,52.492378,100,-173.615185,117.4296093,36.66583248
solid_green_pupil_6,5,180.8292,684.67409,52.681368,100,-173.7237799,117.3135488,36.66659518
solid_green_pupil_6,6,180.23124,681.25359,52.351337,100,-173.539264,117.3487117,36.66251767
solid_green_pupil_6,7,179.31651,678.849,52.139804,100,-173.7081461,117.3628419,36.66704388
solid_green_pupil_6,8,180.89969,684.6005,52.40638,100,-173.6696977,117.4547122,36.66764502
solid_green_pupil_6,9,178.41787,674.42538,51.824515,100,-173.543479,117.3498302,36.66264384
solid_green_pupil_6,10,179.20927,678.72228,52.408715,100,-173.7529039,117.215867,36.66565981
solid_green_pupil_6,11,181.22666,685.46456,52.720954,100,-173.6104641,117.3246477,36.66391114
solid_green_pupil_6,12,178.74875,676.34357,51.786549,100,-173.6509027,117.4482081,36.66705709
solid_green_pupil_6,13,179.66685,680.24925,52.297698,100,-173.7199698,117.336307,36.66688872
solid_green_pupil_7,1,158.54935,588.3957,46.547363,100,-171.5351824,116.5451014,36.59733161
solid_green_pupil_7,2,157.39558,585.06034,46.1335,100,-171.712391,116.6353589,36.60347414
solid_green_pupil_7,3,158.12527,587.01194,46.35088,100,-171.5706344,116.5972599,36.59915859
solid_green_pupil_7,4,157.20448,583.83721,46.241636,100,-171.6163072,116.512054,36.59884279
solid_green_pupil_7,5,155.42681,577.81116,45.747196,100,-171.7254593,116.5224897,36.60183642
solid_green_pupil_7,6,157.7958,586.47425,46.243497,100,-171.6986287,116.6362563,36.60313577
solid_green_pupil_7,7,157.98119,586.17962,46.514086,100,-171.5150915,116.4599825,36.5953222
solid_green_pupil_7,8,157.07379,583.33468,46.072713,100,-171.6130864,116.5899017,36.60012282
solid_green_pupil_7,9,156.51318,581.89351,45.919864,100,-171.7336745,116.6135159,36.60363967
solid_green_pupil_7,10,158.00555,586.46018,46.246787,100,-171.5506017,116.6336127,36.59927967
solid_green_pupil_7,11,158.47044,588.43446,46.426245,100,-171.5968947,116.6193794,36.60022215
solid_green_pupil_7,12,157.61425,585.61143,46.271927,100,-171.6634896,116.578246,36.60121642
solid_green_pupil_7,13,157.83501,586.24773,46.176086,100,-171.6291561,116.6660532,36.60186977
solid_green_pupil_8,1,161.38848,585.17484,46.961018,100,-168.9810715,116.1453297,36.52393317
solid_green_pupil_8,2,161.79994,585.81497,46.999301,100,-168.8207156,116.1531122,36.51987817
solid_green_pupil_8,3,161.64022,585.62317,47.068086,100,-168.893586,116.1030708,36.52088368
solid_green_pupil_8,4,162.01792,586.74134,47.123512,100,-168.8465216,116.1235019,36.52001995
solid_green_pupil_8,5,161.87456,586.36588,46.955759,100,-168.873578,116.2052723,36.52220109
solid_green_pupil_8,6,161.51721,585.52098,46.915489,100,-168.9583427,116.1889596,36.52412398
solid_green_pupil_8,7,161.30777,584.26367,46.936465,100,-168.8643026,116.1163857,36.52035711
solid_green_pupil_8,8,161.02494,584.00319,46.796409,100,-169.0087533,116.1874465,36.52541468
solid_green_pupil_8,9,159.34541,577.23838,46.082486,100,-168.8800717,116.291376,36.52392208
solid_green_pupil_8,10,161.6498,585.76415,46.904007,100,-168.9136108,116.2073957,36.52328625
solid_green_pupil_8,11,161.09921,584.25328,46.91998,100,-169.0051141,116.1257102,36.52420898
solid_green_pupil_8,12,161.10257,584.33973,46.833733,100,-169.0191369,116.1812674,36.52557497
solid_green_pupil_8,13,161.46917,585.34749,47.018671,100,-168.9584674,116.1192769,36.52287311
solid_green_pupil_9,1,166.74733,640.24105,48.631015,100,-175.2401561,117.6683962,36.71090319
solid_green_pupil_9,2,167.45987,642.43862,48.720175,100,-175.1494776,117.7121524,36.70936455
solid_green_pupil_9,3,164.09038,630.69259,47.824511,100,-175.3522999,117.7149559,36.71450431
solid_green_pupil_9,4,164.64798,632.12473,48.003414,100,-175.2306209,117.674745,36.71077088
solid_green_pupil_9,5,164.9896,633.66184,48.249457,100,-175.2691582,117.6010657,36.71049529
solid_green_pupil_9,6,166.95326,640.58899,48.637356,100,-175.1653535,117.6797276,36.70921548
solid_green_pupil_9,7,165.86006,636.62862,48.422355,100,-175.205186,117.6311089,36.70939506
solid_green_pupil_9,8,166.6042,640.48586,48.611952,100,-175.3744741,117.6896451,36.71463402
solid_green_pupil_9,9,167.53638,643.0225,48.863671,100,-175.1983807,117.6563823,36.7096509
solid_green_pupil_9,10,166.33117,639.27302,48.463834,100,-175.3468493,117.7213608,36.71447553
solid_green_pupil_9,11,166.58295,640.03732,48.721389,100,-175.3124645,117.608687,36.71171183
solid_green_pupil_9,12,164.51079,632.10487,47.916958,100,-175.3174484,117.7233367,36.713771
solid_green_pupil_9,13,166.85013,641.05044,48.619984,100,-175.3101977,117.7092843,36.71335194
solid_red_pupil_1,1,492.30625,246.49639,2.5977483,100,140.4208487,157.3775112,36.72432014
solid_red_pupil_1,2,491.6194,246.19219,2.9069428,100,140.3864195,155.7312382,36.68645933
solid_red_pupil_1,3,491.01126,245.80686,2.7932715,100,140.4565683,156.293132,36.70059868
solid_red_pupil_1,4,492.50264,246.66473,2.8200666,100,140.3602552,156.20471,36.69663092
solid_red_pupil_1,5,491.67749,246.13303,2.8061461,100,140.4629465,156.245429,36.699652
solid_red_pupil_1,6,493.56475,247.20655,2.6939116,100,140.3517297,156.8992899,36.71214104
solid_red_pupil_1,7,489.01858,244.80162,2.767358,100,140.4632636,156.3691518,36.70245172
solid_red_pupil_1,8,489.09356,244.93729,2.7594379,100,140.3777174,156.4188645,36.70182661
solid_red_pupil_1,9,484.9448,242.7712,2.8462114,100,140.4554324,155.8361799,36.69025096
solid_red_pupil_1,10,486.58903,243.56629,2.8718546,100,140.4800068,155.7521956,36.68885689
solid_red_pupil_1,11,490.73133,245.83571,2.6294141,100,140.3097853,157.1667223,36.71732059
solid_red_pupil_1,12,491.10141,245.82026,3.0713274,100,140.4841237,154.8893121,36.66940738
solid_red_pupil_1,13,492.64594,246.62745,2.7756941,100,140.4546231,156.4334303,36.70372606
solid_red_pupil_2,1,501.84248,245.77128,2.8556639,100,145.1627676,155.9679786,36.7894463
solid_red_pupil_2,2,498.65171,244.3594,2.8141029,100,145.0300595,156.0984072,36.78957795
solid_red_pupil_2,3,495.98742,243.11073,2.775995,100,144.9796978,156.2227826,36.7912566
solid_red_pupil_2,4,503.31229,246.68617,2.6569071,100,144.9926675,157.0674031,36.80985226
solid_red_pupil_2,5,502.35606,246.03871,2.8513465,100,145.1488605,156.0061313,36.78999152
solid_red_pupil_2,6,498.7265,244.29687,2.852446,100,145.1173379,155.8961524,36.78696073
solid_red_pupil_2,7,498.34358,244.05951,2.7042666,100,145.1612045,156.6594359,36.80441418
solid_red_pupil_2,8,498.88884,244.38399,2.8611618,100,145.1106512,155.8565243,36.78596342
solid_red_pupil_2,9,497.53502,243.80852,2.8012801,100,145.0332845,156.1321999,36.79037783
solid_red_pupil_2,10,502.48395,246.23323,2.7175989,100,145.0336586,156.7164505,36.80306949
solid_red_pupil_2,11,503.19243,246.61873,2.8351831,100,145.0002463,156.1238693,36.78952476
solid_red_pupil_2,12,496.38649,243.1486,3.0572971,100,145.1191388,154.7937385,36.76301203
solid_red_pupil_2,13,500.42708,245.10636,3.0431865,100,145.1379759,154.9838898,36.76754132
solid_red_pupil_3,1,526.06031,271.02758,3.1042608,100,134.3533186,156.178066,36.57261176
solid_red_pupil_3,2,524.6199,270.14722,3.2118442,100,134.4615176,155.6294691,36.56179535
solid_red_pupil_3,3,525.87502,270.7688,3.2029552,100,134.4808328,155.7043869,36.56397833
solid_red_pupil_3,4,520.26157,267.94231,3.0164951,100,134.4304461,156.429045,36.58016387
solid_red_pupil_3,5,526.5048,271.29879,3.0785181,100,134.3204201,156.3141033,36.57516901
solid_red_pupil_3,6,524.05108,269.72093,3.3716958,100,134.566085,154.8815108,36.5461521
solid_red_pupil_3,7,524.9478,270.46786,3.0435089,100,134.3428049,156.4358137,36.57852267
solid_red_pupil_3,8,518.42621,266.84949,3.1805411,100,134.5473831,155.592651,36.56269863
solid_red_pupil_3,9,525.16715,270.35839,3.376505,100,134.5167632,154.8955749,36.5454582
solid_red_pupil_3,10,525.21734,270.52905,3.1602653,100,134.4035179,155.8890395,36.56677252
solid_red_pupil_3,11,520.15316,267.87544,3.2468901,100,134.4391594,155.3431382,36.55451201
solid_red_pupil_3,12,526.28983,271.12871,3.0649909,100,134.3666695,156.369064,36.57742728
solid_red_pupil_3,13,525.19229,270.44068,3.094423,100,134.4625231,156.1927636,36.57521182
solid_red_pupil_4,1,513.30286,254.66135,2.9193312,100,142.3830634,156.1654304,36.7371
solid_red_pupil_4,2,519.96093,258.00623,2.975111,100,142.3484879,156.0794642,36.73448305
solid_red_pupil_4,3,518.13868,257.01865,3.2574016,100,142.4179372,154.6741951,36.70461533
solid_red_pupil_4,4,514.99938,255.4822,2.9884625,100,142.4005234,155.8694821,36.73087845
solid_red_pupil_4,5,518.1253,256.9442,3.0655034,100,142.4744481,155.5780488,36.72591275
solid_red_pupil_4,6,517.85538,256.96757,2.9798769,100,142.343388,155.9968968,36.73254284
solid_red_pupil_4,7,511.88209,253.86761,3.014513,100,142.4580075,155.6479949,36.72713102
